transaction	agent_name	agent_dbpedia_id	agent_freebase_id	agent_crunchbase_id	recipient_name	recipient_dbpedia_id	recipient_freebase_id	recipient_crunchbase_id	fin_value	currency	date	sentence	sentence_id	score
acquisition	Systems	Adobe_Systems	/m/0vlf	organization/adobe-systems	Atlantic	Atlantic	/m/0bh809t /m/0wtr_zc /m/0fq2fhw	organization/atlantic-media	100000000.0	USD	1994	Last July, Health Systems acquired Greater Atlantic Health Service, a for-profit H.M.O. in Philadelphia, also in a $100 million deal.	1995-12-7_0813900-offset_10375-r1-e1-s1-t1-p2_acquire.01-0	None
acquisition	Ask	Ask.com	/m/027j1v /m/0dllc0d	organization/a-s-k organization/ask-technologies organization/ask-com	Girl	Girl_Distribution_Company	/m/098c66		8.95	USD	1997	In fact, ''Ask Any Girl,'' a book of girl-to-girl advice published last year was so well received that the publisher, Beyond Words, of Hillsboro, Ore., has just issued ''Ask Any Girl 2'' ($8.95).	1998-10-18_1054836-offset_168-r1-e1-s1-t1-p1_receive.01-4	None
acquisition	3Com	3Com	/m/08rxp	organization/3com	Palm	Palm_Breweries Palm,_Inc.	/m/0jcrh /m/0652c3 /m/0m7lh	organization/hp-palm organization/palm	6600000000.0	USD	1997	3Com acquired U.S. Robotics, which included Palm, in February 1997 in a stock swap valued at about $6.6 billion.	2000-3-21_1185612-offset_3423-r1-e1-s1-t1-p3_acquire.01-0	None
acquisition	The New York Times	The_New_York_Times_Company	/m/07l1c	organization/the-new-york-times-company organization/the-new-york-times organization/newyorktimes	The Boston Globe			organization/the-boston-globe	1100000000.0	USD	1997	The largest previous pure newspaper transaction, analysts said, had been the purchase of The Boston Globe by The New York Times for $1.1 billion in 1993.	1997-4-5_0920505-offset_2659-r1-e1-s1-t1-p1_purchase.01-2	None
acquisition	Systems	Adobe_Systems	/m/0vlf	organization/adobe-systems	Eaton Corporation	Eaton's Eaton_Corporation	/m/01qj3l /m/01zrhg	organization/eaton	58000000.0	USD	1988	* Contel Corp., Atlanta, said its Federal Systems Sector subsidiary had agreed to acquire the Eaton Corporation's Information Management Systems division and Data Systems Services division for $58 million.	1988-7-29_0165837-offset_884-r1-e1-s1-t1-p5_acquire.01-3	None
acquisition	Google	Google_Inc. Google	/m/045c7b	organization/google	dMarc Broadcasting		/m/03wjbbx	organization/dmarcbroadcasting	1240000000.0	USD	2006	When Google acquired dMarc Broadcasting, a company whose software allows marketers to place ads on radio stations, for up to $1.24 billion early last year, it was seen as a clear sign of Google's ambitions to extend its dominance over Internet advertising to other media.	2007-2-10_1825097-offset_0-r1-e1-s1-t1-p6_acquire.01-0	None
acquisition	Google	Google_Inc. Google	/m/045c7b	organization/google	AOL	AOL America_Online	/m/0plw	organization/aol organization/america-online	1000000000.0	USD	2006	Eric E. Schmidt, the chief executive of Google, which bought a 5 percent stake in AOL for $1 billion earlier this year, endorsed the move.	2006-8-3_1780429-offset_4834-r1-e1-s1-t1-p1_buy.01-1	None
acquisition	Intel	Intel_Corporation Intel	/m/03s7h	organization/intel	Level One Communications			organization/level-one-communications	2200000000.0	USD	1999	Intel to Buy Chip Maker Level One  Intel agreed to buy Level One Communications for $2.2 billion in stock as it pushes into the fast-growing market for chips used in networking equipment.	1999-3-5_1089987-offset_2144-r1-e1-s1-t1-p6_buy.01-2	None
acquisition	Nike	Nike,_Inc.	/m/0lwkh	organization/nike	Taylor		/m/02x3nqf /m/09gpk79	organization/taylor	305000000.0	USD	2003	For $305 million, Nike is buying Converse, a century-old footwear company and maker of the celebrated ''Chuck Taylor All-Star'' shoe.	2003-7-10_1503467-offset_198-r1-e1-s1-t1-p1_buy.01-0	None
acquisition	Systems	Adobe_Systems	/m/0vlf	organization/adobe-systems	Burlington	Burlington_Coat_Factory Burlington_Industries	/m/0g0cx8 /m/0hpyv /m/03p5mm	organization/burlington-group organization/burlington-coat-factory organization/burlington-industries	51000000.0	USD	1997	Computer Data in Acquisition  Computer Data Systems of Rockville, Md., agreed to buy the privately held Analytical Systems Engineering Corporation of Burlington, Mass., for about $51 million.	1997-5-31_0933606-offset_3464-r1-e1-s1-t1-p4_buy.01-2	None
acquisition	Apple	Apple_Inc.	/m/0k8z	organization/apple	Software		/m/01mf0 /m/03djzh2 /m/0nkl60n	organization/the-software-group organization/software-company organization/software-com organization/software-media	400000000.0	USD	1997	The company said its co-founder, Steven P. Jobs -- who had been ousted in a 1985 boardroom coup but returned as an adviser in December when Apple bought his Next Software Inc. for more than $400 million -- would play a larger role in coming months but was not expected to take over as chief executive.	1997-7-13_0943485-offset_5873-r1-e1-s1-t1-p3_buy.01-4	None
acquisition	Systems	Adobe_Systems	/m/0vlf	organization/adobe-systems	NBC	NBC National_Broadcasting_Company	/m/05gnf	organization/nbc-internet	8000000000.0	USD	1989	The Alabama Retirement Systems, the $8 billion state pension fund, has applied to the Federal Communications Commission for the right to buy WSFA-TV, an NBC affiliate that is the oldest television news organization in Alabama.	1989-2-6_0220901-offset_233-r1-e1-s1-t1-p4_buy.01-4	None
acquisition	Google	Google_Inc. Google	/m/045c7b	organization/google	aQuantive	AQuantive	/m/04wf0s	organization/aquantive	3100000000.0	USD	2007	The purchase caps a month of intense deal making, ignited when Google agreed to buy DoubleClick, a competitor of aQuantive, for $3.1 billion, outbidding Microsoft.	2007-5-19_1848414-offset_656-r1-e1-s1-t1-p5_buy.01-5	None
acquisition	Yahoo	Yahoo Yahoo!	/m/019rl6	organization/yahoo organization/yahoo-media	Facebook	Facebook_Inc. Facebook Facebook,_Inc.	/m/0hmyfsv	organization/facebook	1000000000.0	USD	2006	If Yahoo ends up buying Facebook for about $1 billion -- the two sides are reportedly talking -- the deal would be the third of at least that amount this year in which a Web company bought a coveted Internet media property.	2006-10-15_1797389-offset_2013-r1-e1-s1-t1-p1_buy.01-1	None
acquisition	I.B.M.	International_Business_Machines IBM	/m/03sc8	organization/i-b-m organization/international-business-machines organization/ibm	PricewaterhouseCoopers	PricewaterhouseCoopers	/m/012_78	organization/pwc-consulting organization/pwc	3500000000.0	USD	2002	Pricewaterhouse Sells Consulting Firm to I.B.M.  I.B.M. plans to buy PricewaterhouseCoopers Consulting for $3.5 billion in a move that will accelerate its shift toward selling information technology to corporate customers instead of stand-alone hardware and software products.	2002-7-31_1412436-offset_0-r1-e1-s1-t1-p7_buy.01-1	None
acquisition	Cisco	Cisco_Systems	/m/0dmtp	organization/cisco-systems organization/cisco	Systems	Adobe_Systems	/m/0vlf	organization/adobe-systems	19	USD	1995	Cisco, based in San Jose, Calif., bought 1.3 million shares of Objective Systems at the initial public offering price of $19 a share.	1995-12-2_0812835-offset_374-r1-e1-s1-t1-p2_buy.01-1	None
acquisition	Systems	Adobe_Systems	/m/0vlf	organization/adobe-systems	Southern	Southern_Company Southern	/m/0q517lt /m/01724r /m/01c48j	organization/southern-communications organization/southern-company	107000000.0	USD	1995	* Danka Business Systems P.L.C., London, which supplies and services office equipment in the United States, will buy Southern Business Group for $:67 million ($107 million) in cash, beating a higher offer by Berkeley Business Group P.L.C. that offered both cash and shares.	1995-3-25_0750799-offset_330-r1-e1-s1-t1-p5_buy.01-3	None
acquisition	I.B.M.	International_Business_Machines IBM	/m/03sc8	organization/i-b-m organization/international-business-machines organization/ibm	Novell	Novell	/m/016pgj	organization/novell-inc organization/novel organization/novell	15000000.0	USD	1999	In another acquisition involving high technology, JDA Advertising in San Francisco, which lists among its clients Avid Technology, I.B.M. and Novell, bought Hurst Group in Salt Lake City, an agency with capitalized billings estimated at $15 million from clients like 3Com and Novell.	1999-7-27_1126393-offset_1352-r1-e1-s1-t1-p3_buy.01-4	None
acquisition	I.B.M.	International_Business_Machines IBM	/m/03sc8	organization/i-b-m organization/international-business-machines organization/ibm	Santa Fe		/m/0kyprwj		28000000.0	USD	1996	Federal and state investigators are also looking into a $28 million software  deal I.B.M. received with a state social services office, a $30 million contract with the western province of Mendoza, a $28.7 million deal for the computerization of a bank in the northeastern province of Santa Fe, and I.B.M. contracts for $2.5 million with the municipalities of Lomas de Zamora and Avellaneda in the province of Buenos Aires.	1996-6-29_0860925-offset_4270-r1-e1-s1-t1-p2_receive.01-3	None
acquisition	Systems	Adobe_Systems	/m/0vlf	organization/adobe-systems	Trent		/m/0fj2t7		22000000.0	USD	1996	OLSTEN CORP., Melville, L.I., a staffing company, said its IMI Systems subsidiary had acquired Harvey Consultants Ltd. of Burton-on-Trent, England, a consulting and staffing company with annual revenues of more than $22 million.	1996-9-20_0878369-offset_504-r1-e1-s1-t1-p1_acquire.01-2	None
acquisition	I.B.M.	International_Business_Machines IBM	/m/03sc8	organization/i-b-m organization/international-business-machines organization/ibm	an agency	National_Geospatial-Intelligence_Agency	/m/01j6k5		15000000.0	USD	1999	In another acquisition involving high technology, JDA Advertising in San Francisco, which lists among its clients Avid Technology, I.B.M. and Novell, bought Hurst Group in Salt Lake City, an agency with capitalized billings estimated at $15 million from clients like 3Com and Novell.	1999-7-27_1126393-offset_1352-r1-e1-s1-t1-p3_buy.01-4	None
acquisition	Apple computers	Apple_Inc.	/m/0k8z	organization/apple	U.S.			organization/us-interactive organization/us-internet organization/u-s-internet organization/the-u-s	45	USD	2003	Owners of other Apple computers who want to use the mouse and keyboard must purchase a $45 D-Link DBT-120 Bluetooth adapter that plugs into any U.S.B. port.	2003-10-2_1524086-offset_1647-r1-e1-s1-t1-p3_purchase.01-3	None
acquisition	Systems	Adobe_Systems	/m/0vlf	organization/adobe-systems	Health Service	National_Health_Service Santa_Cruz_Bicycles NHS,_Inc.	/m/01fw9h /m/09tk1m /m/0pdnlj4	organization/santa-cruz-networks organization/nhs	100000000.0	USD	1994	Last July, Health Systems acquired Greater Atlantic Health Service, a for-profit H.M.O. in Philadelphia, also in a $100 million deal.	1995-12-7_0813900-offset_10375-r1-e1-s1-t1-p2_acquire.01-0	None
acquisition	Cisco	Cisco_Systems	/m/0dmtp	organization/cisco-systems organization/cisco	Mr		/m/0fqr9m5	organization/mr organization/mrj-inc	4000000000.0	USD	1996	Cisco's carrier-sales group essentially did not exist until Cisco acquired Mr. Kriens' previous company, Stratacom, for about $4 billion in 1996.	2000-5-8_1197877-offset_3932-r1-e1-s1-t1-p2_acquire.01-2	None
acquisition	CBS	CBS_Interactive CBS Columbia_Broadcasting_System CNET	/m/0dql58k /m/0nbgd6y /m/0f25q1 /m/02259q /m/09d5h	organization/cnetnetworks organization/cbs-interactive organization/cbs organization/cnet organization/cbs-mobile	CSTV		/m/02p7gzx		325000000.0	USD	2005	Three-year-old CSTV, devoted to a broad assortment of college sports often ignored by networks, was acquired by CBS last November for $325 million.	2006-8-27_1785881-offset_1424-r1-e1-s1-t1-p3_acquire.01-3	None
acquisition	Yahoo	Yahoo Yahoo!	/m/019rl6	organization/yahoo organization/yahoo-media	Monica		/m/05t8_l		12000000.0	USD	2001	The offering is based on a service created by Launch.com, a music company in Santa Monica, Calif., acquired earlier this year by Yahoo for $12 million.	2001-12-18_1352514-offset_235-r1-e1-s1-t1-p3_acquire.01-3	None
acquisition	I.B.M.	International_Business_Machines IBM	/m/03sc8	organization/i-b-m organization/international-business-machines organization/ibm	third	Third_Division Football_League_Third_Division	/m/02qd9r		160000000.0	USD	2004	In a deal valued at about $160 million in 2004, I.B.M. bought Daksh eServices of New Delhi, India's third-largest back-office outsourcing firm with 6,000 workers.	2006-6-5_1766896-offset_1828-r1-e1-s1-t1-p2_buy.01-2	None
acquisition	Hewlett-Packard	Hewlett-Packard	/m/03mnk	organization/hewlett-packard	Compaq	Compaq_Computer_Corporation Compaq	/m/025j1	organization/compaq	24000000000.0	USD	2002	THE fate of the biggest computer merger deal in history  Hewlett-Packard's $24 billion purchase of Compaq Computer -- may rest with a self-effacing judge who married his high-school sweetheart, lives near his mother in the rural Delaware town where he grew up and once fined himself $500 for missing a telephone conference call with lawyers.	2002-4-14_1383989-offset_0-r1-e1-s1-t1-p4_purchase.01-4	None
acquisition	I.B.M.	International_Business_Machines IBM	/m/03sc8	organization/i-b-m organization/international-business-machines organization/ibm	United	United_Internet United_Technologies_Corporation	/m/0q6w5lp /m/0d0ktf /m/02_g11 /m/0478w8m	organization/united-technologies organization/united-internet organization/unitedmobile organization/united-services organization/united-technologies-communications	7.7e+11	USD	1999	Indeed, I.B.M. took a $770 billion charge to cover the cost of converting a factory in France from memory chips to the custom logic chips and a $104 million charge related to ending a joint venture with Toshiba to produce memory chips in the United States.	1999-7-20_1124736-offset_2244-r1-e1-s1-t1-p8_take.01-0	None
acquisition	Google	Google_Inc. Google	/m/045c7b	organization/google	Urchin			organization/urchin-software	30000000.0	USD	2005	Google acquired Urchin for what people familiar with the deal said was about $30 million.	2005-11-14_1717526-offset_1992-r1-e1-s1-t1-p1_acquire.01-0	None
acquisition	EBay	EBay	/m/0z90c	organization/ebay	Eachnet.com		/m/03dzww2		180000000.0	USD	2005	EBay has also come to China, acquiring an online company called Eachnet.com for about $180 million.	2005-8-8_1693317-offset_2640-r1-e1-s1-t1-p2_acquire.01-1	None
acquisition	Google	Google_Inc. Google	/m/045c7b	organization/google	Google	Google_Inc. Google	/m/045c7b	organization/google	549000000.0	USD	2004	Fidelity Buys Google Shares  Fidelity Investments has bought about $549 million worth of stock in Google, or about 1.9 percent of all shares in the company, which owns the Internet search engine.	2004-9-11_1610439-offset_2853-r1-e1-s1-t1-p2_buy.01-0	None
acquisition	CBS	CBS_Interactive CBS Columbia_Broadcasting_System CNET	/m/0dql58k /m/0nbgd6y /m/0f25q1 /m/02259q /m/09d5h	organization/cnetnetworks organization/cbs-interactive organization/cbs organization/cnet organization/cbs-mobile	special	Naval_Special_Warfare_Command United_States_Naval_Special_Warfare_Command	/m/03glgx /m/026_bx0		362000000.0	USD	1993	CBS bought the special interest magazines for $362 million, while Rupert Murdoch bought the trade magazines for $350 million.	1993-11-10_0648768-offset_1817-r1-e1-s1-t1-p3_buy.01-0	None
acquisition	I.B.M.	International_Business_Machines IBM	/m/03sc8	organization/i-b-m organization/international-business-machines organization/ibm	MRO Software		/m/05tnj6	organization/mro-software	740000000.0	USD	2006	On Aug. 3, I.B.M. agreed to buy MRO Software, whose programs are used by companies to track vehicles and equipment, for $740 million.	2006-8-24_1784973-offset_3657-r1-e1-s1-t1-p3_buy.01-1	None
acquisition	Yahoo	Yahoo Yahoo!	/m/019rl6	organization/yahoo organization/yahoo-media	Google	Google_Inc. Google	/m/045c7b	organization/google	1600000000.0	USD	2003	Microsoft is developing its own alternative search engine as part of its online service and just last week Yahoo agreed to acquire Overture, Google's principal rival in the search business, for $1.6 billion.	2003-7-21_1506164-offset_3743-r1-e1-s1-t1-p9_acquire.01-6	None
acquisition	Cisco Systems	Cisco_Systems	/m/0dmtp	organization/cisco-systems organization/cisco	Internet		/m/0h54_zv	organization/internet-consulting organization/internet-solutions organization/internet-com	6000000000.0	USD	2000	When Cisco Systems agreed earlier this month to acquire Arrowpoint Communications, a maker of switches for Internet communications, for about $6 billion, some analysts interpreted the deal as a blow to Arrowpoint's main competitor, Alteon Websystems.	2000-5-22_1201548-offset_0-r1-e1-s1-t1-p7_acquire.01-1	None
acquisition	UPS	United_Parcel_Service	/m/01d734	organization/united-parcel-service organization/ups	Air			organization/air-worldwide	37000000.0	USD	1989	In Britain, UPS purchased IML Air Services Group Ltd., a document and parcel delivery company with annual revenue of about $37 million.	1989-1-20_0215608-offset_582-r1-e1-s1-t1-p1_purchase.01-0	None
acquisition	Oracle	Oracle_Corporation	/m/05njw /m/0qc8mbj	organization/oracle-communications organization/oracle	Retek		/m/03g3tj2	organization/retek	631000000.0	USD	2006	That acquisition was followed by Oracle's purchase of Retek, a supplier of software to retail chains, for $631 million.	2006-3-21_1748498-offset_2902-r1-e1-s1-t1-p3_purchase.01-1	None
acquisition	Systems	Adobe_Systems	/m/0vlf	organization/adobe-systems	Technology	Massachusetts_Institute_of_Technology	/m/04rwx /m/0dpsy9c	organization/massachusetts-institute-of-technology	34900000.0	USD	1995	Thermo Electron, based here, said its Thermo Instrument Systems unit had acquired Analytical Technology's analytical instruments division for about $34.9 million in cash and $7 million in debt.	1995-12-4_0813398-offset_239-r1-e1-s1-t1-p3_acquire.01-3	None
acquisition	Hewlett-Packard	Hewlett-Packard	/m/03mnk	organization/hewlett-packard	Kaman	Kaman_Aircraft	/m/025lx4		40000000.0	USD	1991	* Hewlett-Packard Co., Palo Alto, Calif., received a $40 million order to provide a network of more than 3,500 work stations to GTE Telephone Operations, a unit of GTE Corp.  * Kaman Aerospace Corp., a subsidiary of Kaman Corp., Bloomfield, Conn., received a multiyear contract from Boeing Commercial Airplane Group, Seattle, for the manufacture of wing structure components for Boeing's new 777 jet aircraft.	1991-5-21_0447047-offset_380-r1-e1-s1-t1-p2_receive.01-0	None
acquisition	Nokia	Nokia_Siemens_Networks Nokia	/m/05b5c /m/0dwtpj	organization/nokia-ventures organization/nokia organization/nokia-networks organization/nokia-siemens-networks organization/nokia-mobile	Loudeye		/m/03p2kv1	organization/loudeye organization/loudeye-technologies	60000000.0	USD	2006	Nokia, the cellphone maker, agreed to buy the digital music distributor Loudeye for $60 million to compete in the market for mobile music downloads.	2006-8-9_1781788-offset_0-r1-e1-s1-t1-p6_buy.01-2	None
acquisition	Systems	Adobe_Systems	/m/0vlf	organization/adobe-systems	Burton	Burton_Snowboards	/m/072csg /m/0781kl /m/05mxqh_	organization/burton-group	22000000.0	USD	1996	OLSTEN CORP., Melville, L.I., a staffing company, said its IMI Systems subsidiary had acquired Harvey Consultants Ltd. of Burton-on-Trent, England, a consulting and staffing company with annual revenues of more than $22 million.	1996-9-20_0878369-offset_504-r1-e1-s1-t1-p1_acquire.01-2	None
acquisition	Walt Disney Company	Walt_Disney_Motion_Pictures_Group Walt_Disney_Company Walt_Disney_Studios_Motion_Pictures Walt_Disney_Pictures The_Walt_Disney_Company Buena_Vista_International Buena_Vista_Distribution	/m/01795t /m/013r16 /m/04r7gt /m/054g1r /m/09b3v	organization/the-walt-disney-corporation organization/the-walt-disney-studios organization/the-walt-disney-company organization/walt-disney organization/walt-disney-company	Ted		/m/05dbcl /m/058p1b	organization/ted	19000000000.0	USD	1995	Vertical integration makes a lot of sense, he said, pointing to the Walt Disney Company's $19 billion acquisition of Capital Cities/ABC Inc., Ted Turner's interest in CBS and the creation of networks by the owners of the Fox, Warner Brothers and Paramount studios.	1995-8-26_0784801-offset_2483-r1-e1-s1-t1-p3_acquisition.01-5	None
acquisition	Oracle	Oracle_Corporation	/m/05njw /m/0qc8mbj	organization/oracle-communications organization/oracle	Siebel Systems	Siebel Siebel_Systems	/m/02dxq6 /m/04svnf	organization/siebel organization/siebel-2	20000000000.0	USD	2007	In the last three years, Oracle, under its founder, Mr. Ellison, has purchased more than two dozen companies, including its rivals PeopleSoft and Siebel Systems, for a total of about $20 billion.	2007-3-21_1834519-offset_2313-r1-e1-s1-t1-p5_purchase.01-1	None
acquisition	Systems	Adobe_Systems	/m/0vlf	organization/adobe-systems	Systems	Adobe_Systems	/m/0vlf	organization/adobe-systems	403000000.0	USD	2000	Spirent to Acquire Zarak Systems  Spirent, the maker of high-speed telecommunications testing equipment, has agreed to buy Zarak Systems of California for $403 million in stock to expand into transmission of human voice over the World Wide Web.	2000-9-11_1229747-offset_3364-r1-e1-s1-t1-p5_buy.01-3	None
acquisition	Systems	Adobe_Systems	/m/0vlf	organization/adobe-systems	Supermac			organization/supermac	6000000	USD	1987	And on Friday, another such company, Supermac Technology, was acquired for about $6 million in stock by Scientific Micro Systems, a data storage equipment maker that wants to get in on the Macintosh enhancement business.	1987-3-2_0018133-offset_1109-r1-e1-s1-t1-p5_acquire.01-0	None
acquisition	Google	Google_Inc. Google	/m/045c7b	organization/google	Baidu	Baidu	/m/05mk8_	organization/baidu	5000000	USD	2005	Then Google bought a 2.5 percent stake in Baidu.com for about $5 million.	2005-8-8_1693317-offset_2497-r1-e1-s1-t1-p1_buy.01-0	None
acquisition	Cisco Systems	Cisco_Systems	/m/0dmtp	organization/cisco-systems organization/cisco	Telebit		/m/02t5hh	organization/telebit	200000000.0	USD	1996	Cisco Systems Inc., a network-computing concern based in San Jose, Calif., agreed yesterday to acquire the Telebit Corporation and its modem ISDN channel aggregation, or MICA, technologies in a complicated transaction valued at about  $200 million.	1996-7-23_0866765-offset_0-r1-e1-s1-t1-p9_acquire.01-4	None
acquisition	Yahoo	Yahoo Yahoo!	/m/019rl6	organization/yahoo organization/yahoo-media	March		/m/05ywr5 /m/01110_gp	organization/march-networks organization/march-communications	25000000000.0	USD	2000	Yahoo's acquisition provides somewhat of a soft landing for Inktomi, which saw its shares hit $231 in March 2000 -- briefly giving it a value of about $25 billion -- but then saw much of its expansion plan collapse, leaving it saddled with expensive real estate commitments.	2002-12-24_1451240-offset_470-r1-e1-s1-t1-p2_acquisition.01-0	None
acquisition	Hewlett-Packard	Hewlett-Packard	/m/03mnk	organization/hewlett-packard	Computer	Apple_Computer	/m/03p1w6v	organization/computer-services organization/computer-services-group	24000000000.0	USD	2002	THE fate of the biggest computer merger deal in history  Hewlett-Packard's $24 billion purchase of Compaq Computer -- may rest with a self-effacing judge who married his high-school sweetheart, lives near his mother in the rural Delaware town where he grew up and once fined himself $500 for missing a telephone conference call with lawyers.	2002-4-14_1383989-offset_0-r1-e1-s1-t1-p4_purchase.01-4	None
acquisition	Cisco Systems	Cisco_Systems	/m/0dmtp	organization/cisco-systems organization/cisco	ArrowPoint Communications		/m/0413bsl /m/02zq7_3	organization/arrowpoint-communications	5700000000.0	USD	2000	The value of such a product is reflected in the move by Cisco Systems Inc., the No. 1 maker of Internet equipment, to acquire Alteon's main competitor, ArrowPoint Communications, based in Acton, Mass., for $5.7 billion in May.	2000-7-29_1218412-offset_867-r1-e1-s1-t1-p8_acquire.01-5	None
acquisition	Electronic Arts	Electronic_Arts	/m/01n073	organization/electronicarts	Jamdat			organization/jamdatmobile	680000000.0	USD	2006	Electronic Arts bought Jamdat a year ago for $680 million.	2007-3-23_1834926-offset_582-r1-e1-s1-t1-p1_buy.01-0	None
acquisition	Real		/m/02vkm7h /m/05h2qkd	organization/real-media organization/realnetworks	great		/m/05zwcwd	organization/great	15	USD	2002	Real men buy their gear at restaurant supply shops where heavy duty pots and pans run from $10 to $40 and great chef's knives cost $15.	2002-9-4_1420934-offset_300-r1-e1-s1-t1-p3_buy.01-0	None
acquisition	Hewlett-Packard	Hewlett-Packard	/m/03mnk	organization/hewlett-packard	Group	Tata_Motors Tata_Communications Tata_Group	/m/014lk3 /m/03jxtm /m/04338k	organization/group-software organization/tata-communications organization/tata-motors	40000000.0	USD	1991	* Hewlett-Packard Co., Palo Alto, Calif., received a $40 million order to provide a network of more than 3,500 work stations to GTE Telephone Operations, a unit of GTE Corp.  * Kaman Aerospace Corp., a subsidiary of Kaman Corp., Bloomfield, Conn., received a multiyear contract from Boeing Commercial Airplane Group, Seattle, for the manufacture of wing structure components for Boeing's new 777 jet aircraft.	1991-5-21_0447047-offset_380-r1-e1-s1-t1-p2_receive.01-0	None
acquisition	Walt Disney Company	Walt_Disney_Motion_Pictures_Group Walt_Disney_Company Walt_Disney_Studios_Motion_Pictures Walt_Disney_Pictures The_Walt_Disney_Company Buena_Vista_International Buena_Vista_Distribution	/m/01795t /m/013r16 /m/04r7gt /m/054g1r /m/09b3v	organization/the-walt-disney-corporation organization/the-walt-disney-studios organization/the-walt-disney-company organization/walt-disney organization/walt-disney-company	ABC	American_Broadcasting_Company Australian_Broadcasting_Corporation ABC_Motors ABC_Software ABC_Group ABC_Television	/m/02667zf /m/0gx5cx /m/026z_95 /m/013fn /m/03h0gz /m/0dgpdwl /m/03h0dd /m/0gsg7 /m/041268m /m/03z4yd /m/047drnb	organization/abc organization/abc-services organization/abc-television organization/abc-software organization/abc-group	19000000000.0	USD	1995	NBC has been owned by General Electric since 1985, and ABC was bought in 1995 by the Walt Disney Company for $19 billion -- the previous record for a media deal..	1999-9-8_1136289-offset_939-r1-e1-s1-t1-p2_buy.01-1	None
acquisition	Systems	Adobe_Systems	/m/0vlf	organization/adobe-systems	ADV	A.D._Vision ADV_Films	/m/01q7df /m/03ck6p		149000000.0	USD	1989	* Rockwell International Corp., Pittsburgh, said its Graphic Systems division would acquire Baker Perkins's printing machinery business from ADV P.L.C. for $:85.3 million, or about $149 million.	1989-2-15_0223545-offset_1199-r1-e1-s1-t1-p5_acquire.01-2	None
acquisition	Google	Google_Inc. Google	/m/045c7b	organization/google	Microsoft	Microsoft	/m/04sv4 /m/0q6wccj	organization/microsoft organization/microsoft-technologies	28790000000.0	USD	2004	Closing at $106.15, Google has secured a market capitalization of $28.79 billion, incomparably ahead of Microsoft at a similar point in its life.	2004-8-29_1607518-offset_5493-r1-e1-s1-t1-p4_secure.01-1	None
acquisition	Walt Disney Company	Walt_Disney_Motion_Pictures_Group Walt_Disney_Company Walt_Disney_Studios_Motion_Pictures Walt_Disney_Pictures The_Walt_Disney_Company Buena_Vista_International Buena_Vista_Distribution	/m/01795t /m/013r16 /m/04r7gt /m/054g1r /m/09b3v	organization/the-walt-disney-corporation organization/the-walt-disney-studios organization/the-walt-disney-company organization/walt-disney organization/walt-disney-company	, Warner	Warner_Bros. Warner_Bros._Entertainment Warner_Brothers Warner_Bros	/m/086k8	organization/warner-bros	19000000000.0	USD	1995	Vertical integration makes a lot of sense, he said, pointing to the Walt Disney Company's $19 billion acquisition of Capital Cities/ABC Inc., Ted Turner's interest in CBS and the creation of networks by the owners of the Fox, Warner Brothers and Paramount studios.	1995-8-26_0784801-offset_2483-r1-e1-s1-t1-p3_acquisition.01-5	None
acquisition	Systems	Adobe_Systems	/m/0vlf	organization/adobe-systems	Columbus	Columbus_Tubing	/m/05xfr3 /m/076mwpz /m/0768qgn /m/076m370 /m/076qxjd		59000000.0	USD	1999	UNLIMITED SOLUTIONS INC.,  Columbus, Ohio, agreed to be acquired by NSB Retail Systems P.L.C., Basingstoke, England, the top provider of software and support services to British apparel retailers, for $59 million.	1999-7-9_1122139-offset_0-r1-e1-s1-t1-p3_acquire.01-1	None
acquisition	Cisco Systems	Cisco_Systems	/m/0dmtp	organization/cisco-systems organization/cisco	Cerent			organization/cerent	7300000000.0	USD	1999	The bank's Norwest Venture Partners subsidiary earned $550 million on a $12 million investment in the Cerent Corporation, a tiny networking equipment start-up, when Cisco Systems bought Cerent for $7.3 billion in a deal which closed last month.	1999-12-24_1163354-offset_5758-r1-e1-s1-t1-p2_buy.01-4	None
acquisition	I.B.M.	International_Business_Machines IBM	/m/03sc8	organization/i-b-m organization/international-business-machines organization/ibm	joint	Joint_Special_Operations_Command	/m/077gvk /m/07t94w	organization/joint	7.7e+11	USD	1999	Indeed, I.B.M. took a $770 billion charge to cover the cost of converting a factory in France from memory chips to the custom logic chips and a $104 million charge related to ending a joint venture with Toshiba to produce memory chips in the United States.	1999-7-20_1124736-offset_2244-r1-e1-s1-t1-p8_take.01-0	None
acquisition	Oracle	Oracle_Corporation	/m/05njw /m/0qc8mbj	organization/oracle-communications organization/oracle	Compaq	Compaq_Computer_Corporation Compaq	/m/025j1	organization/compaq	1000	USD	2001	The total cost, not including advertising, was about $10 million for the New Orleans event and $2 million to $3 million for the one in Paris, although Oracle expected to break even after receiving registration fees of up to $1,000 a participant as well as exhibitor and sponsorship fees from companies like Hewlett-Packard and Compaq Computer.	2001-2-23_1272893-offset_3866-r1-e1-s1-t1-p7_receive.01-4	None
acquisition	Nike	Nike,_Inc.	/m/0lwkh	organization/nike	Star	Star_Bonifacio_Echeverria	/m/0gh0hb /m/0csmnq /m/0532dc /m/0snkhzm /m/0h1d87y	organization/star	305000000.0	USD	2003	For $305 million, Nike is buying Converse, a century-old footwear company and maker of the celebrated ''Chuck Taylor All-Star'' shoe.	2003-7-10_1503467-offset_198-r1-e1-s1-t1-p1_buy.01-0	None
